id,event_type,event_cause,corridor,junction,police_station,zone,road_closure_probability,predicted_duration_band,risk_level,risk_score,manpower,barricading,diversion,equipment,agency_alerts,hotspot_level,hotspot_score,actual_duration_band,target_road_closure,latitude,longitude,start_datetime,description,duration_band,is_peak_hour,valid_duration_label,prob_duration_long,prob_duration_medium,prob_duration_short,total_events,closure_rate,control_room,primary_trigger,playbook_json
FKID000668,unplanned,vehicle_breakdown,non-corridor,unknown,wilson garden,unknown,0.17824066,medium,medium,46.67,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,28.833333333333336,short,0,12.9427928,77.5974063,2024-03-10 06:59:26.933000+00:00,,short,0,1,0.0016452442159383032,0.5177012352172052,0.48065352056685673,54,0.18518518518518517,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 46.67, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000673,unplanned,vehicle_breakdown,non-corridor,unknown,cubbon park,unknown,0.092869096,medium,medium,39.65,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,18.23125,medium,0,12.976579,77.5888679,2024-03-10 07:07:12.650000+00:00,,medium,0,1,0.00026273016170419563,0.7133539267498897,0.2863833430884063,32,0.15625,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 39.65, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000676,unplanned,vehicle_breakdown,mysore road,unknown,halasuru gate,unknown,0.25760567,short,medium,44.59,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,44.61980198019802,short,0,12.9636778,77.585023,2024-02-08 03:07:01.062000+00:00,Vehical break down,short,1,1,0.0,0.18016426294451832,0.8198357370554816,101,0.1782178217821782,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 44.59, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000681,unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,unknown,0.008035894,short,medium,33.36,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,42.41503759398496,short,0,13.0292386,77.5365365,2024-02-08 04:24:44.508000+00:00,One side traffic movement,short,1,1,0.0,0.11226839882630504,0.8877316011736952,133,0.022556390977443608,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 33.36, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000684,unplanned,vehicle_breakdown,varthur road,unknown,whitefield,unknown,0.072737195,short,low,27.78,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,11.701724137931032,short,0,12.9558203,77.7157905,2024-02-08 04:22:14.183000+00:00,Engine problem 30 minutes to repair,short,1,1,0.004614228728045508,0.2883254142028179,0.7070603570691363,29,0.034482758620689655,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 27.78, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000685,unplanned,vehicle_breakdown,non-corridor,unknown,chamarajpet,unknown,0.28594866,short,medium,41.26,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,24.650000000000002,short,0,12.9806035,77.5707879,2024-02-08 04:28:19.101000+00:00,Diesel nile,short,1,1,0.0,0.27814303868115664,0.7218569613188434,36,0.25,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 41.26, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000694,planned,construction,orr west 1,unknown,j.p. nagar,unknown,0.4370517,short,medium,39.96,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"barricades, reflective cones, reflective jackets, traffic cones, warning signage","road works contractor, traffic police",low,14.316666666666666,short,0,12.906294,77.5854735,2024-02-08 04:41:44.523000+00:00,Puttenahalli underpass water logging cleaning work progressing from BBMP sir,short,0,1,0.15931067544770638,0.11529883602955764,0.7253904885227356,27,0.037037037037037035,Notify station control and monitor every 15 minutes.,construction,"{""risk_level"": ""medium"", ""risk_score"": 39.96, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""barricades"", ""reflective cones"", ""reflective jackets"", ""traffic cones"", ""warning signage""], ""agency_alerts"": [""road works contractor"", ""traffic police""], ""primary_trigger"": ""construction""}"
FKID000695,unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,unknown,0.027706342,short,low,29.25,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,42.41503759398496,short,0,13.01855644,77.55852789,2024-02-08 05:20:48.412000+00:00,Tyre puncture sir,short,0,1,0.001911081619110816,0.21765698952410178,0.7804319288567876,133,0.022556390977443608,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 29.25, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000697,unplanned,vehicle_breakdown,bellary road 1,unknown,high ground,unknown,0.19753228,medium,medium,50.11,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,37.40217391304347,medium,0,12.99612,77.5847715,2024-03-10 09:33:24.446000+00:00,"ಆರ್ ಪಿ ರೋಡ್ ನಲ್ಲಿ ಔಟ್ ಗೋಯಿಂಗ್ ಸೈಡ್ ರೈಲ್ವೆ [LOCATION] ಬ್ರಿಡ್ಜ್ ಒಂದು ಸಿಮೆಂಟ್ ಮಿಕ್ಸರ್ ಲಾರಿ ಆಫ್ ರೋಡ್ ಆಗಿದ್ದು, ಔಟ್ ಗೋಯಿಂಗ್ ಸಂಚಾರ ನಿಧಾನವಾಗಿ ಇರುತ್ತೆ.",medium,0,1,0.006816762065300785,0.7322616364680014,0.26092160146669796,92,0.09782608695652174,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 50.11, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000699,planned,construction,bellary road 2,unknown,yelahanka,unknown,0.8026562,short,high,63.19,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","road works contractor, traffic police",high,36.886624203821654,short,0,13.0949499,77.5972685,2024-02-08 05:48:25.413000+00:00,Good evening sir/madam [PERSON] work at Coffee Day opposite.,short,0,1,0.39655391455723954,0.10766204580523597,0.4957840396375247,157,0.006369426751592357,Control-room loop with field updates every 10 minutes.,construction,"{""risk_level"": ""high"", ""risk_score"": 63.19, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective cones"", ""reflective jackets"", ""traffic cones"", ""warning signage""], ""agency_alerts"": [""road works contractor"", ""traffic police""], ""primary_trigger"": ""construction""}"
FKID000700,unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,unknown,0.053100303,short,medium,35.34,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,39.823170731707314,short,0,13.0040559,77.5830881,2024-03-10 13:20:36.875000+00:00,cauvery underpass heavy truk struck,short,1,1,0.0012811387900355873,0.18160025824875028,0.8171186029612141,164,0.018292682926829267,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 35.34, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000701,unplanned,vehicle_breakdown,tumkur road,unknown,peenya,unknown,0.07626227,short,low,28.03,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,28.654347826086955,short,0,13.0393024,77.5190934,2024-02-08 07:10:57.869000+00:00,"BMTC bus off road near [LOCATION] cross, opp: BSNL office, [LOCATION], out going, Starting problem sir",short,0,1,0.0031555601709293657,0.23855658356882045,0.7582878562602504,69,0.028985507246376812,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 28.03, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
